reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3UN4DWLYLRIKN,B00069IQG0,"04Blackram ""Dantie""","[6, 6]","Guys,I have used several of my friends bluetooth headsets (motorolas and jabras) and had decided I didn't want one.  Then I found the Mobile Freedom and read the reviews.  I know Logitech and have used a lot of their stuff with good results so I tried it.  IT DOES EVERYTHING YOU HAVE READ!!  It's quiet in the wind, it's battery lasts for days for me, it's easy to use, easy to pair and the sound quality is awesome!!  Nobody could ever tell I was using a headset.  It takes a bit to get used to the ear clip, but once you do there are no problems.  It may be a bit heavier and larger than some, but then those little tiny ones that look so chic also have TERRIBLE reviews and TERRIBLE performance!!  Try it out, you won't regret it.",5,Best Bluetooth headset!!!,1134864000,"12 18, 2005"
A16SPGA83A4J8H,B00069IQG0,A. Thomas,"[1, 2]","I get significant transmission static with this headset with my I-mate Sp3i unless I point the phone directly at the headset from a few feed away. It has static if I put the phone in my shirt pocket! Since I haven't done a baseline test of the phone with other bluetooth headsets, I can't say if it is the headset or the phone, but either way, if you buy one of these and have the same problem, make sure and return it within the return period.Another problem is the plastic ear holder (the part that holds the headset to your ear). This is a bad design and honestly, there is no way to get this thing to properly and confortably fit my ear. The only way to wear it is to have half your ear lobe hanging out, which result in a lot of pain within 10min or so. Avoid this headset if you want wear a headset for extended periods of time.A final note: The wind blocking technology works well, but at the expense of a high quality sound transmission to your recipent. I've asked a few of my techno-geek-friends when I'm talking to them with the headset, and they all say that the sound quality seems to be missing a full dynamic range.Good luck!",2,"Poor Reception, Painfull Ear Holder, Poor Sound Transmission: Skip This One!",1151366400,"06 27, 2006"
A3T4OHEAHOJ700,B00069IQG0,B. Colonna,"[8, 8]","I bought the Logitech after reading numerous reviews on various brands.  I use the device with a Motorola V551 phone (Cingular).  It works geat!  It charges very quickly and the charger folds up in a compact fashion when not in use (the electrical prongs fold up into a recess in the charger). The unit holds a charge for a long time.  I left it in a drawer for a month, pulled it out and it was still ready to go!I use the device a couple of times a month on business, when driving, etc.  The windscreen is outstanding and cuts out noise even when driving with the window open.  some people complain about the ear piece.  It seems fine to me and you can adjust it easily, but keep in mind any headset is an annoyance when you first wear one.  Then it becomes second nature.the sound is great, the phone detects the device quickly, its fairly comfortable. All it all it performs just like a device twice its price,",5,Top notch headset!,1130112000,"10 24, 2005"
A283UGN8XJFTLU,B00069IQG0,CWT,"[7, 8]","I have a Motorola Razr phone and I absolutely hate it because it has low hearing volume and bad reception resulting in missed calls.  I was seriously planning on returning/selling it until I got this Freedom headset!It makes a huge difference!  Very lightweight and comfortable!  No problems with range or battery life.  A little bulky though.  Just got it the other day and a must buy, especially at $40 with $10 rebate = $30!!",5,I love it!,1134950400,"12 19, 2005"
A2KK5A31QTI237,B00069IQG0,D. Marcus,"[0, 0]","Its the only bluetooth headset I've used, so I don't have anything to compare it with.  Has made my ipaq 6315 much more usable as a phone.  Sound quality is good, some people say I sound far away, I'm experimenting with the gain on the ipaq, we'll see if that helps.  It was a little tight for me at first (big ears), I was able to bend the part that goes around the ear a little and its much better now.  Great battery life.Would be nice to have an external ringer on it, so I could hear it ringing or vibrate if I were away from the phone.  Good range 15-30'.",5,Good value for the money,1121644800,"07 18, 2005"
A3AYF9CD4PXDJR,B00069IQG0,"E. Orchard ""I love lamp""","[7, 7]","i had bought the motorola HS820 before this one for $80. i have a motorola V505 from at&t.; the motorola worked pretty well, but i thought $80 for a bluetooth headset was way too much. i returned the motorola and picked up the logitech instead and for 1/2 the cost, i was just as happy.it fits a little awkwardly on my ear, but so did the motorola, so i am thinking my ears are the problem. call clarity and voice recognition is good. battery life is good. weight on ear is good. overall, i am pretty impressed!i wish there was some way to adjust the tightness of the earpiece as it feels kind of loose on my ear. would also be nice if the ""on"" button wasn't so small that you covered it up with your finger when you turned it on, making it hard to see the flashing blue light.whenever i use my microwave, it makes the bluetooth connection drop. just warning ya'. ;)",4,good value for the money,1113264000,"04 12, 2005"
AVPNQUVZWMDSX,B00069IQG0,"esanta ""esanta""","[7, 7]","I've been using this headset for a few months and couldn't be more pleased with the battery life. It recently had no problems keeping up with a four hour Skype session!It is also capable of pairing with multiple devices, so you can for instance use it with your computer at home and your cell phone on the road without having to redo the pairing every time, something cheap brand-X headsets don't do.Logitech was kind enough to supply a very tiny charger, perfect if you take your headset on the road. For those international trips, no problem: it can handle 100 to 240 volts and 50 to 60 Hz (translation for the technologically challenged: you can use it anywhere in the world, just get a cheap prong adapter)On the negative side, it's possible to jam the connector into the headset the wrong way if you're not careful. Of course the battery won't charge up and the light won't go on, a dead giveaway. It caused no damage to my headset, but the connector design could be better.I found this headset very comfortable to wear for extended periods of time. The volume is loud and the sound quality is very clear. People on the other side liked the sound quality as well.There are a few negative points that cost this otherwise excellent headset a star:* after 10 minutes of inactivity, it goes to low-power mode ""sleep"". When the phone it is paired with rings, it may take up to 5 rings for it to wake up and start ringing. If you press the answer button before the headset starts ringing, you will lose the call. If you want to answer right away, you can always answer on the phone but if you do so pressing the answer button on the headset will not transfer the call to the headset like it did on my Sony Ericsson HBH headset, but hang up. To transfer the call to the headset, use the appropriate menu on the phone instead.* The ring on the headset is an irritating, non-modifiable melody. It would be nice to have a few options!* The headset is fairly large and dorky-looking.Despite these few drawbacks, don't forget that this is a very capable, well made and reliable headset at a bargain basement price, one of the best out there. If you can live with the looks, it's a super deal.",4,Good bargain,1123632000,"08 10, 2005"
A2J7FHZFKOKGZ6,B00069IQG0,"Jeff Hoogmoed ""Jeff Hoogmoed""","[8, 15]","the ""behind the ear"" thing just broke...I baby my stuff and treat it VERY lightly, and this piece of junk just fell apart!!!Very dissapointed!!!I should have made my additions to this review long ago, but Logitech cam through for me on this headset in a huge way! They immediately sent me a replacement of the headset, but not just a replacement, an $85 replacement! Then told me to keep the broken one, which I was able to fix with some Krazy Glue!Really incredible customer support...I will never hesitate to buy something branded with the Logitech name!BTW, 5 stars on the earpiece itself once it was repaired with the glue.",1,piece of junk broke already!!!,1142467200,"03 16, 2006"
A21TU2TDCOCDI,B00069IQG0,Jeffrey Ellis,"[4, 4]","I'm a great believer in spending as little as possible on glitz,bells and whistles, and generally go for performance and practicality. Sound quality and features are fine for the price.  But the unit is quite difficult to wear -- the boom is wide and boxy; the weight is unbalanced, as well.  I could not get a comfortable fit.  My ear is well within normal range of size and shape, but was bent out of shape by the headset.On the positive, wind noise and lost connections -- common criticisms of other BT headsets -- was not a problem here.  If you don't care about medium to long term fit and comfort, or the aesthetics of walking around with such an large unit hanging off your ear, you may be happy with this headset.  I wasn't, and am returning it.  I'm going to give the Cardo Scala a try;  if it's no good, I'll probably go with a Jabra, and spend a bit more money.",2,Bulky and uncomfortable,1116806400,"05 23, 2005"
A3G11XDKGXZT9Q,B00069IQG0,J. Lim,"[0, 0]","I've had this for about a year.  It works great.  Great call quality, no static.  Battery life is real good.  The only bad part is this looks like a part of a males anatomy and I don't really want that on my head.  Otherwise great buy.",4,only if it looked better,1166140800,"12 15, 2006"
ANDBFTH0WTURV,B00069IQG0,"lh ""-lh-""","[9, 9]","Let me say a few things:Buy THIS device.  Here are the reasons:- 7-8 Hours talk time- True 30 feet range- Wind filter for clear talking- Small and comfortable, doesn't intrude your ear- Crazy price, huge quality- Warranty and reliability of Logitech!I've used a Sony Ericsson and Jabra BT200 and I would say the Jabra is much better than Sony Ericsson, but the Logitech blows them both away.  It's faster to put on the Logitech and the range is much better.  The microphone is clear and crisp and the speaker volume is loud and sufficient.For me, I used a Jabra A210 bluetooth adapter for a Sprint Sanyo 8100 phone w/2.5mm headset jack.  It gave me BT on my phone so I could use this headset.  The auto-answer and hang up depends on your phone whether it would normally do so with a headset or not.  Works great for me!If you are considering a headset, get this one.  It's what bluetooth technology should be like.  It's so great that Amazon sold out...  nice.  It was $39.99 (where did they all go???)",5,"Read this, buy this",1105920000,"01 17, 2005"
A2CXYO51NUGB1U,B00069IQG0,Marcus Lamb,"[6, 6]","I was a bit skeptical when I saw the price and read some reviews but I thought hey its Logitech it must be good.  I was right this headset is very comfortable compared to another headset I just bought.  The ear speaker is loud even to the point that I don't have to have it on the highest setting.  The mic was the thing I was worried about though, so I called my friend's cell phone and talked to myself and I was pleasantly surprised with the sound volume and clarity.  Also I haven't had any complaints from other friends I've talked to with the headset.  It has been my experience that Logitech makes the best wireless devices for the buck and they didn't let me down with this one (second Logitech wireless devices in two month; I also bought their xbox controller which is definitely also worth the buy.)",5,Great Mic and speaker quality,1109030400,"02 22, 2005"
A1TGFLIMON68AD,B00069IQG0,Marty Dart,"[0, 0]","The sound quality was excellent, but the earpiece is flimsy and irreplacable: terrific electrical engineering, poor mechanical engineering.I loved it when it wasn't broken.  Even wind didn't seem to bother the headset much.  The voice quality was great on transmission and reception.  But the earpiece is incredibly flimsy and can't be replaced.  I got a new headset the first time on warranty.  The second time it broke I could have gotten a free replacement again but I didn't want the hassle.  I have a Scala now that I've been using for months and I'm very happy with it, even though the sound and wind-immunity doesn't measure up to the Logitech.",1,"Great electronics, poor electronics.",1172188800,"02 23, 2007"
A3DBUEC39J6SQ8,B00069IQG0,Mr Sparky,"[9, 9]","I have used it now for 2 weeks with a RAZR V3 and I am satisfied it works as advertised. It was very easy to pair the headset with the phone. The sound is good even in noisy environments. The headset is light, confortable and fits well.My only complaint is about the smart button used to turn on/off, answer, dial and pair. The button is also a LED indicator. The LED flashes diferently (different colors, intervals) for various modes but it is difficult to see the LED while pushing and holding the button. After a few days I got used to it and now I know how long to hold the button down to switch on/off, pair or use voice dial.At $42 it is a good deal.",4,Good BT Headset,1137542400,"01 18, 2006"
A36WMFD8PZ8SHT,B00069IQG0,nopotato,"[0, 0]","very cheap excellent value. the problem with most is their uselessness when confronted by windy conditions- this does a much better job than most. v simple instructinos, though it lacks the ability to switch easily between headset & phone & back.nevertheless at $35 or under, brilliant value.",5,excellnet performer at any price,1161648000,"10 24, 2006"
A31VJTX89XWGRI,B00069IQG0,P. Chavez,"[0, 0]",Pros:- Price- Ease of pairing- Sound quality (yours and theirs)- Battery lifeCons- Painful for an extended time (10 mins)- Hard to tell if on or off,3,"Works great, but hurts",1163462400,"11 14, 2006"
A1UEL5C1N6E5SE,B00069IQG0,"Robert Salita ""Software Developer""","[11, 15]","I bought the Logitech Mobile Freedom Headset (980228-0403) for use with VoIP on my HP zt3000 Windows XP SP2 notebook. I wanted to use a wireless headset and VoIP to make international calls, mostly from hotel rooms. This headset did not work out of the box for my situation. The Logitech support website was great. It said to upgrade the notebook's bluetooth software. The HP site was also excellent. I downloaded bluetooth and many other newer drivers. Once installed, the headset immediately worked as docuemented. The other newer drivers solved all the weird hibernation problems I've been experiencing too. I'm using Skype for VoIP service. Skype setup has an option for using the bluetooth headset for Skype only, otherwise the normal audio devices are used. All in all, installation was a bit of upgrade work but competently supported. I now have a VoIP connected wireless headset that allows me mobile freedom. Due to my usage, I have no comment on the audio quality or useability with mobile phones. The device apparently will not work with the majority of PocketPCs due to a lack of bluetooth software. Thus I only gave it 4 stars. However, HP does sell stereo headphones (no microphone) for most IPaq models.Update: 15-March-2005 Am able to pair with Axim x50v PocketPc. Has considerable static. Skype and other apps nearly unusable. Continues to work with XP well. Suggest Plantronics MX100I Stereo Headset for using Skype on a PPC.",4,"Yes, it does XP, Not Recommend for Axim X50V",1104192000,"12 28, 2004"
A3GTU3AY1YLLMS,B00069IQG0,Rob Winger,"[6, 6]","Got this headset to replace my Jabra (which was incompatable with my Nokia 3650). Fit and comfort is extremely subjective but I found the Jabra to be far more comfortable (I would actually forget I was wearing it); that said, this unit is not uncomfortable (until after a couple hours) just not nearly AS comfortable or securely fitting.Very few complaints as far as performance. It was easy to pair with my phone, my wife's Motorola V3 and even my laptop. Sound quality is clear for both parties (recipients occasionally complained of a pinging noise with the Jabra) and the noise reduction actually works to eliminate wind noise. Battery life is excellent. The single function can be a little aggrevating (especially when trying to turn it off as you have to hold it down for a long time). The only weird and very rare quirk is occassionally calls will be interrupted with a strange sound that sounds like someone dropping a manhole cover as it spins on pavement - very strange, very annoying and fortunately very rare.Overall, performance is top notch, comfort is acceptable and value is difficult to beat.",4,"Great sound, reasonably comfortable",1110844800,"03 15, 2005"
A36CCV2B7XQGJK,B00069IQG0,"Todd K. Whitehurst ""Todd Whitehurst""","[0, 0]","I have been using this for a month.PROS:It is a good value.  It works really well, and it lasts a very long time on a charge.  The WindStop feature works very well.  People have been able to hear me very well while driving and even while playing volleyball.  It stays on the ear well but is not uncomfortable.CONS:The unit looks okay but is less attractive than some of the other high-tech units on the market.  3 of my co-workers have commented that it looks like I am wearing a phallic symbol on my ear, which is really not the look I would like to achieve.",4,Good value but gets medimum ratings for looks,1122768000,"07 31, 2005"
A3ONE2VJCDI5GZ,B00069IQG0,William Lau,"[13, 13]","Because I spent a lot of time on the phone, I am very particular about BT headsets.  I have tried every brand of BT headset you can imagine, I mean EVERY brand.  I was so frustrated to a point I was ready to go back to wired headset until I ran into this little guy.  This is by far the best one, hands down.  My most miserable experence was with Jabra and Motorola.  I had a lot of connection and audio quality issues with those brands.BT headset designers seem to favor visual appeal rather than performance.  I don't understand by most headsets on the market are short and stubby, in which the microphone is right next to your ear instead of your month.  Having microphone that far away results in having to turn up the microphone sensitivity, which cause the headset to pick up everything including background noise.  Lack of an effective noise-filtering system such as the one in this Logitech headset, you end up with wind noise, car noise, AC noise, every kind of noise but your voice.  In additional, the close promixity between the speak and microphone creates a feedback loop for a nice serving of constant echoing.  I lost count of the occasions when my friends and coworkers on the other end of the phone tell me to ""get off your crappy Jabra BT headset"" or ""take me off your Motorola BT headset"".  I am amazed that people on the other end can easily tell it's a Jabra BT headset because the horrid sound quality.Onto this gem, the sound quality is amazing, by far the best of the bunch.  The WindStop system really does work.  Together with the farther extending microphone, this unit produce the best sound both incoming and outgoing.  I know many users complaining about the fit, but it's really a fault of the user.  As one reviewer pointed out, there is a ""correct"" way to wear this, and I think it provides an excellent fit and comfort.I can't speak for all, but I personally don't wear a BT headset as a fashion statement.  I use it as a mean for convenience and safety, so sound quality and fit are top factors for my consideration.  On that note, this is a clear winner.  I wish product managers and designers at Motorola and particularly Jabra take note of that.  Jabra (250 and 250v models) being the worst with it's behind the ear design and a heavy-trigger button is really a very lousy product in terms of usability and sound quality.  I am sure customers that raved about Jabra would rank this unit out of this world!",5,Great product!,1139529600,"02 10, 2006"
A1FJWDIYZL7ND7,B00069IQG0,yg,"[4, 4]",Good reception. It fits OK on my ear but not perfectly. It seems sturdy. Price was better than most. The wind doesn't bother it much either.,4,great,1149379200,"06 4, 2006"
A3OXHLG6DIBRW8,B0006B088W,"C. Hill ""CFH""","[10, 11]","We bought the Plantronics HL10 Handset Lifter to go with ourPlantronics CS-55 Dect 6.0 Digital Wireless Office Headsetand have been very pleased with both devices. Using the handset lifter give you the ability to answer calls directly from the wireless headset, which is good if you spend a lot of time away from the physical phone to which the headset unit is connected.Setup was amazingly easy, just following the directions allowed us to get this installed in just a few minutes on our very inexpensive no-name speaker phone.Like our Plantronics Headset, this has passed the test of time and I would buy a new one if it failed today.Highly Recommended!CFH",5,Still Working After 3 Years! Highly Recommended!,1272326400,"04 27, 2010"
A4IL0CLL27Q33,B0006B088W,D. Brennan,"[0, 0]","This device allows me to answer incoming calls on my NEC phone while I roam the office with my Plantronics wireless headset in place. This headset already has enough wireless range to cover half the floor in my building, so the ability to answer the phone at such a distance is extremely useful in a bunch of situations. A couple of key features:When a call comes in, either Intercom or from an external line, there is a chime in my ear that alerts me to the call. I can then press the single button on the headset and the receiver is lifted, allowing me to receive the call.When the call is done, I press the single button again and the receiver hangs up.It's about as simple as conceivably possible.The install instructions were however less than perfect. To get this to work properly, I have to unplug the phone base from the handset and in to the Plantronics unit. The handset is then plugged in to the Plantronics unit. This was not explicitly stated in the install instructions. It took 10-15 minutes to figure out the trick. Once that was worked out however, everything has been perfect.The only thing that I cannot easily do is pick up parked calls as there is no function to select a line. I can live with that shortcoming.",4,An amazing device once it is installed,1298505600,"02 24, 2011"
A25WJCAP606YMP,B0006B088W,"ESVK ""SVK""","[28, 28]","First of all, I must start out by saying that I am a little surprised that this little mechanical device is even necessary with all of the technological advances out there these days.  The HL-10 is kind of a ""throw back to the seventies"" in terms of its jerry rigging function.  Having said this...  Plantronics builds quality stuff and I am sure that there is a good reason for it.  The device does exactly what it is supposed to do once you adjust it for your individual phone.  I was a little concern that it would fit my phone but they include plenty of adjustment options to take care of any setup.  I am using it with a Plantronics CS351N  headset - which I love for it professional wireless function.  I tested the HL-10 by picking up/hanging up the headset 10 times in sucession and the lifter raised and lowered the receiver successfully each time.  That was good enough for me.  Definitely worth the $ if you own a wireless headset and you roam around the house/office while talking on the phone.",4,Does what it says it will do...,1153958400,"07 27, 2006"
AWIF8NC5PXKPW,B0006B088W,Jack Smith,"[0, 0]","There isn't much to say here.  For the phone system I have, this was needed to enable the remote functions of the  Plantronics-CS540 Convertible Wireless Headset.  It could be more aesthetically-pleasing, but as I'm sure it's designed for a wide variety of phones that need a remote lifter, I suppose you can't complain.Mounting the unit can be tricky.  You need to be certain it will work properly before you use the sticky tape to mount it in place.  So, you wind up holding it with one hand while working your headset to activate/deactivate it several times to be sure you've found the right spot for it.Comes with a special headset adapter for phones with shapes that offset the lifter bar.",3,Does what it is meant to do.,1382572800,"10 24, 2013"
A1X1CEGHTHMBL1,B0006B088W,jjceo,"[0, 0]",I used this phone lifter in combination with the Plantronics CS50 Wireless Office Headset.  It was a powerful combination that allowed me to answer my phone up to 300 feet away from my office. This lifter fits onto your phone base and lifts the receiver when you press a button on your remote headset.  You can answer the phone or hang-up when the call is completed without ever touching the receiver.The lifter came with a plug in mini-microphone ring detector that attached to my base phone and it allowed the base station to notify me when the phone was ringing.  The setup was quick and easy and the device took up almost no space on my desk as it attached to my phone.I spent thousands of hours a year on the phone and this device along with my remote wireless headset saved me a lot of neck stress and phone holding for hours a day.  This is a useful tool in any modern office and I recommend it to you.,5,5 years without a problem!,1325462400,"01 2, 2012"
A1IU7S4HCK1XK0,B0006B088W,Joanna Daneman,"[1, 1]","This device takes a signal from a wireless headset like the CS540 and lifts up the receiver from your base phone unit. Depending on your phone's angle and the conformation of the receiver, it may work or not. My phone is a Toshiba digital phone and I was able to get this to work only by angling the phone almost horizontally, which makes it look stupid on my desk and also makes it hard to read the LCD and caller ID.Installing it is a bit twitchy, as you have to temporarily mount it somehow on the side of the phone as you play with where it is to sit, and if it's angled correctly. That's because the stickum adhesive is pretty permanent, so you have to decide the optimum  placement before you attach it. I had to resort to duct tape for this step.I'm going to be frank and say I have a love-hate (maybe mostly hate) relationship with Plantronics equipment. I go through headsets lately like nobody's business. My first one lasted 10 years! That was excellent. But the next one lasted 2 minutes (an M22) which only lasted that long because I tap danced on it before I threw it in the trash. The latest is a CS540 which I will review once I have one that doesn't arrive DOA. That's right, dead out of the box. I got it overnight shipped, only to diagnose a bad cable from receiver to amplifier (which will take a week to get replaced.) Nice! Overnight emergency turns into a tech job for me, plus a week's wait. I put all this stuff in the review, because I'm not sure Plantronics deserves their top spot in telephone headset and accessories. We're pretty much stuck using them and I see the quality going down over the years. This lifter is case in point; it's not the swiftest design imaginable. The little extender rod/gripper that is your last-ditch method to get your receiver to hang up is a kludge, in my opinion. Perhaps you've had better results, but I find this thing less than perfect.",3,Will work more or less-depending on your phone,1391817600,"02 8, 2014"
AN6E51TU6UFC7,B0006B088W,"JRH ""Amazon Shopper""","[0, 0]","It looks strange stuck to the side of the phone, but we have an older Starpluss STS system that needs the handset lifted for a wireless headset to work properly.  This item was easy to set up.  It took about 10 minutes to unpack and install.",5,Works as advertised.,1364169600,"03 25, 2013"
A1561Y4XL9CSH8,B0006B088W,KM,"[0, 0]",Our office phones lifters stopped working so I decided to take a chance on these lifters instead of having to order a whole new headset and so glad I did.  They work great!,4,Great Handset Lifter,1381881600,"10 16, 2013"
A1C3F1Z00ASP1K,B0006B088W,Kurt,"[0, 0]",This handset lifter is great.  It works exactly as I expected it to. It also arrived when I expected it to.,5,Works great,1361664000,"02 24, 2013"
A1WVS59FQETT75,B0006B088W,Larry Jackman,"[3, 3]","The vender of our phone system wanted to charge us hundreds of dollars for some other mechenism to interface with our wireless headset system.  The Plantronics HL 10 was not only much less expensive, it works flawlessly and was easy to install.",5,Great Convenience,1360454400,"02 10, 2013"
AR4RJOPZ1LAG,B0006B088W,L M.,"[0, 0]","HL10 Handset lifter works great, very fast to pick up if away from the phone base!  I would buy again.",5,Plantronics HL10 Handset lifter is wonderful!,1384560000,"11 16, 2013"
A2OMWYJE19Z46E,B0006B088W,M. Brooks,"[0, 0]","Works Great, a very useful accessory for any wireless headset and the Amazon price is right compared to what Plantronics wants!!!",5,Plantronics HL10 Handset Lifter,1380758400,"10 3, 2013"
AH8QRFOV8S67Y,B0006B088W,Tim,"[0, 0]",Plantronics HL10 Handset Lifter was what was promised and it was delivered on time. I got this for my boss and he seems to like it.,5,Exactly what they promised,1387670400,"12 22, 2013"
A3UOJSQM80ILY1,B0006B3QY0,AQS,"[0, 0]",My wife uses this at work and had been using this for a year and it still works. I normally buy every 3 months because she breaks them. This is the only one that lasted more than 3 months.,5,Sturdy,1387929600,"12 25, 2013"
A1PHE6X76K4Y29,B0006B3QY0,"David Reilly ""Raghallch""","[0, 0]","These were exactly what my mother needed for her old Nokia 2690.  She goes through them quickly, so I got her two.",5,For my mother,1400198400,"05 16, 2014"
A268FKAUZ7RH7D,B0006B3QY0,Marla Joines,"[0, 0]",They r a good price and it works a win win situation.  People have no problem hearing me or I them .,5,nice,1403308800,"06 21, 2014"
A30SZ5HVLKTN45,B0006B3QY0,RC,"[2, 2]",It says it's compatible with all Motorola handsets...  It doesn't work at all with Motorola/Giant Talkabout FRS/GMRS/CB 2-way radios having 2.5mm jacks.  Very disappointing.,1,Doesn't work with 2-way radios,1388448000,"12 31, 2013"
A3FF6CWXBMKJHF,B0006B3QY0,S.Hody,"[0, 0]",bought this for work and it works great. the sound is clear and the microphone is located in a convenient location. the clip is also a great addition to the headset.,5,"great price, works how it should!",1333411200,"04 3, 2012"
A2IJ276VBT3V7S,B0006B3QY0,Yvonne M. Bennett,"[0, 0]",I bought this for my husband.  He likes it and it works jut fine for him.  He has one in each vehicle he drives,5,It is Alright,1383004800,"10 29, 2013"
ASVBQ69SB38EY,B0006DPT5M,Buddy Davis,"[1, 1]","I had to teach an on-line WebEx class. Normally I am provided a phone bridge. However, this time, they wanted to utilize VOIP only. I didn't want to use a normal head set with a cord tie'n me to within 6 feet of the computer. I needed 8 hours of talk time, I'm the instructor. This fit the bill. I let it charge over night and it's ready for the next day. I do put it back in the charger during lunch break. The only reason I didn't give it a 5 star is that my ear hurt at the end of the day. The piece that goes over the head to keep the unit to my ear put to much pressure on my ear. I will have to try the other ear adapters.",4,It holds a charge of 8 hours of talking!,1337817600,"05 24, 2012"
A3D2PJC9CF87WP,B0006DPT5M,IA,"[19, 22]","I could not be more impressed. I was highly skeptical as I have been buying bluetooth headsets like crazy trying to find one that worked, and they're all pretty much junk. This thing worked all the way out to the sidewalk, and likely much further, but that's as far as I went. The quality on the other end is very clear. The manual is plain stupid, it looks like they were half way through putting it together when they released it, but on the Mac the manual was of course not needed, just plug it in and it worked without any of the driver install nonsense Windows requires. BTW, I am using it primarily with Skype.OK, I have to add something to this review. There's a fatal flaw in this device. A flaw that makes the device near worthless to me now. If the USB cable is unplugged, but the earpiece is left clipped into the holder/charger, the battery runs down within hours. Obviously a simple diode somewhere would have prevented this, but for me the device now is close to useless.Update: May 8th 2011. So, 5 years later, the device is seriously failing. the electronics in the device are dying. I am having to constantly remove the battery to get the headset to work, and it's cutting me off in the middle of calls. It also refuses to charge, and discharges when not in use even when the base is connected via USB. It's a pity its failing, and I came looking for a new version, but there is none. Should I just buy it again?",5,Works on Mac OS X Tiger!,1142380800,"03 15, 2006"
A2Y1WNETD9AYHO,B0006DPT5M,John Hillestad,"[66, 71]","This is a usb wireless headset. just plug it in to your mac or pc and it sees it as another sound device , no drivers needed (xp or os x) I tested it with Skype on the mac and teamspeak on my pc . It comes with a sound api for windows for skype and a few others that allow the buttons on the phone to pickup or hangup calls , I did not try it out because I just like to use apps as is without special add ons ...The range is great , so if you skype and dont want to be tied to your pc then plug this bad boy in and your free to walk all over the house , same goes for teamspeak for the gamers out there.It was so pleasing for something to just work out of the box for a change! I tried for hours to do the same thing using bluetooth and it was a mess... This thing just works!",5,Works great super fast install,1112659200,"04 5, 2005"
A163S6S1WXMGV8,B0006DPT5M,"R. Jones ""R.Jones""","[0, 0]","Set it up, it worked great for a little over 24 hours and the base unit failed to connect to my laptop. Returned and purchased a different item. Didn't want to take the business risk of replacing with the same thing.  Can't afford to be offline for as long as it will take to get this replaced.To be fair, I have used several Plantronics headsets and they were all great... my all time favorite is now 10+ years old and not compatible with Google Voice (though it does work great with Cisco IP phone). I also have a bluetooth Plantronics Voyager headset for my iPhone and it is also very good.",2,Worked fine until it failed... 3 days after purchase,1307923200,"06 13, 2011"
ARBKYIVNYWK3C,B0006DPT5M,RST10,"[2, 2]","I use this product for skype calls.  I found it to be the most high quality (but expensive) wireless headset for VOIP uses. I use it on Windows Vista and Windows 7.  The headset lasts a long time (all day) without charging, and I can go from my computer outside the house and half way down the street and I still have clear calls.  The ear piece is not as comfortable as I'd like, but after you wear it a while I think your head adjusts to the shape.Software install was easy, and setup was pretty no-brainer.  It has other functionality and adjustments that I do not use and have not had to learn about.I use this brand also for a regular phone headset on my work phone and absolutely love it.  I've found very high quality calls and battery life on every Plantronics device I've ever used.",5,"Clear Skype Calls, Long Battery Life, Long Range",1242172800,"05 13, 2009"
A12EVK82QUTSA6,B0006FLA80,Allen C. Huffman,"[19, 22]","My previous two PalmOS phones were a Kyocera 6035 and a Samsung i500. Had I not needed Bluetooth to work with my new Toyota Prius, I'd have stuck with the i500. In fact, if Samsung/Sprint had released the i550 (SD memory slot, faster, etc.) I would have never considered the Treo 650.  So, let's talk about the positives of the 650:Camera w/movies is nice.  Memory card slot is nice.  It's fast. Bluetooth sync with my Mac Powerbook is awesome - no more plugging up cables to HotSync! Handfree in the Prius works great. Having a PalmOS 5 based machine gives a more powerful web browser that can view more sites. Higher rez screen is nice.On the downside, the lack of graffiti would be okay if this keyboard was as good as the one in the old Motorola PageWriter, but instead, it's as small as they could make it, requiring shift-keys to get to slashes, @ symbols, numbers, etc. A real hassel and even though I could blaze on the PageWriter, I've been reduced to about half the speed on this keyboard due to all the extra work.  Having software-graffiti would have been nice, and the third-party add-on ""write on screen"" apps are okay, but not as accurate as what my 6035 or i500 had.No voice recognition at all, but for $20 you can get a program that is awesome and doesn't have to be trained.  ""Call 5 5 5 1 2 1 2"" and it does.  ""Call Bob Tompson Mobile"" and it matches it to the address book -- no training, beyond numbers. VERY NICE.Battery life is so-so.  You have to charge it each day if you use the 'net much. i500 was poor, too, but better than this.  The 6035 I could use for almost a week without charging it!  (6035 and i500 had analog modes, too, while the 650 is digital only.)So, it's okay, I'm okay with it, it crashes/reboots randomly all the time, but ... there's really no other option on Sprint.I would have taken a flip phone over this huge brick phone in a heartbeat... But there is none, so, with that said, the Treo 650 is okay.  More steps back, a few steps forward, but no other choiuce.",4,"Good phone, lousy form factor/user interface.",1125100800,"08 27, 2005"
